group,file,variant,prompt,t,layer,map,view,renorm,Z,raw_min,raw_max,win_row,win_col,win_score,win_on_border,noun_tokens,verb_tokens
group_stove,group_stove/t000_L03_noun_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,03,noun,base,img512,6,5.929575554879e-07,0.13665257029582575,7,9,0.2778752724606833,0,▁stove,switch
group_stove,group_stove/t000_L03_verb_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,03,verb,base,img512,6,6.2409974056334365e-06,0.03381517039754917,7,9,0.11921961487614084,0,▁stove,switch
group_stove,group_stove/t000_L03_func_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,03,func,base,img512,6,2.561853915082043e-05,0.0713592749733842,7,9,0.20478020437128708,0,▁stove,switch
group_stove,group_stove/t000_L04_allmax_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,04,allmax,base,img512,6,3.5129747062427804e-05,0.1873266556694093,7,8,0.3871220660999068,0,▁stove,switch
group_stove,group_stove/t000_L04_allsum_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,04,allsum,base,img512,6,0.00010547180690866889,0.3810682435667515,7,8,0.8993428268259226,0,▁stove,switch
group_stove,group_stove/t000_L04_noun_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,04,noun,base,img512,6,1.0424751284509872e-06,0.1873266556694093,7,8,0.34086152161687033,0,▁stove,switch
group_stove,group_stove/t000_L04_verb_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,04,verb,base,img512,6,1.861085670429743e-05,0.07767087072907619,7,8,0.21158759322027093,0,▁stove,switch
group_stove,group_stove/t000_L04_func_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,04,func,base,img512,6,7.54741264651519e-05,0.11607071716826609,7,8,0.34689371198878133,0,▁stove,switch
group_stove,group_stove/t000_L05_allmax_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,05,allmax,base,img512,6,7.075279969623711e-06,0.13778640661753402,7,8,0.3466964695936014,0,▁stove,switch
group_stove,group_stove/t000_L05_allsum_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,05,allsum,base,img512,6,2.7052926163343708e-05,0.3104253886183487,7,8,0.9067843579573389,0,▁stove,switch
group_stove,group_stove/t000_L05_noun_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,05,noun,base,img512,6,9.878785158798584e-07,0.13778640661753402,7,4,0.2997619603306596,0,▁stove,switch
group_stove,group_stove/t000_L05_verb_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,05,verb,base,img512,6,4.059505467344166e-06,0.11798399872731494,7,9,0.3431866281352209,0,▁stove,switch
group_stove,group_stove/t000_L05_func_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,05,func,base,img512,6,2.032236393760554e-05,0.13924199709580556,7,8,0.4343779570002564,0,▁stove,switch
group_stove,group_stove/t000_L06_allmax_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,06,allmax,base,img512,6,3.174397952230858e-07,0.2204279091927013,7,8,0.47802301085159615,0,▁stove,switch
group_stove,group_stove/t000_L06_allsum_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,06,allsum,base,img512,6,1.1167375920567464e-06,0.7474915181936709,7,8,1.5219592290978938,0,▁stove,switch
group_stove,group_stove/t000_L06_noun_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,06,noun,base,img512,6,3.008582352356258e-08,0.2204279091927013,7,8,0.43073448859171,0,▁stove,switch
group_stove,group_stove/t000_L06_verb_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,06,verb,base,img512,6,2.698505368843876e-07,0.19246103856253696,7,9,0.4212113920835176,0,▁stove,switch
group_stove,group_stove/t000_L06_func_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,06,func,base,img512,6,7.915291137351619e-07,0.3346025704384326,7,8,0.6705582644620542,0,▁stove,switch
